"Rank","Player","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"322","Dede Westbrook","JAC","WR106","8","183","274","225.3","25.8","342.0","+20.0"
"323","Ladarius Green","FA","TE44","","184","269","243.1","27.9","294.0","-29.0"
"324","Jordan Leggett","NYJ","TE45","11","185","274","236.4","29.9","",""
"325","Mack Hollins","PHI","WR107","10","186","347","266.5","80.5","365.0","+40.0"
"326","Trey Burton","PHI","TE46","10","187","248","217.5","30.5","",""
"327","Alfred Blue","HOU","RB90","7","187","282","245.6","42.0","366.0","+39.0"
"328","Tajae Sharpe","TEN","WR108","8","188","383","252.2","41.1","281.0","-47.0"
"329","Andre Ellington","ARI","RB91","8","188","320","258.1","29.2","",""
"330","Virgil Green","DEN","TE47","5","190","269","229.5","39.5","",""
"331","Seth DeValve","CLE","TE48","9","190","266","236.9","26.7","369.0","+38.0"
"332","Chris Godwin","TB","WR109","11","191","339","246.0","42.2","245.0","-87.0"
"333","Lance Dunbar","LAR","RB92","8","192","291","265.0","21.8","",""
"334","Brock Osweiler","CLE","QB36","9","197","255","216.3","27.3","345.0","+11.0"
"335","Nick Boyle","BAL","TE49","10","193","244","224.0","20.0","362.0","+27.0"
"336","Benny Cunningham","CHI","RB93","9","193","285","264.0","24.7","",""
"337","Matt Jones","WAS","RB94","5","193","283","267.0","23.4","320.0","-17.0"
"338","Deonte Thompson","CHI","WR110","9","194","272","233.0","39.0","361.0","+23.0"
"339","Phillip Dorsett","IND","WR111","11","194","281","247.9","26.3","329.0","-10.0"
"340","Paxton Lynch","DEN","QB37","5","196","260","240.0","25.6","349.0","+9.0"
"341","Brian Quick","WAS","WR112","5","196","278","253.3","29.2","",""
"342","Aldrick Robinson","SF","WR113","11","196","281","259.5","29.0","",""
"343","Dallas Cowboys","","DST28","6","199","259","236.8","20.8","310.0","-33.0"
"344","Kenneth Farrow","LAC","RB95","9","197","391","294.0","97.0","",""
"345","Rashard Higgins","CLE","WR114","9","198","240","227.3","17.0","",""
"346","Larry Donnell","BAL","TE50","10","199","235","217.0","18.0","",""
"347","Xavier Grimble","PIT","TE51","9","199","265","232.0","33.0","",""
"348","Branden Oliver","LAC","RB96","9","199","290","254.7","23.0","216.0","-132.0"
"349","Albert Wilson","KC","WR115","10","200","282","245.1","25.6","",""
"350","Luke Willson","SEA","TE52","6","213","248","230.5","17.5","",""
"351","Jalin Marshall","NYJ","WR116","11","233","234","233.5","0.5","",""
"352","Josh Gordon","CLE","WR117","9","219","274","234.0","23.1","276.0","-76.0"
"353","Carlos Henderson","DEN","WR118","5","201","276","235.9","30.3","226.0","-127.0"
"354","Ryan Switzer","DAL","WR119","6","210","262","236.0","26.0","364.0","+10.0"
"355","Malcolm Brown","LAR","RB97","8","207","270","237.7","25.7","",""
"356","Roberto Aguayo","CHI","K23","9","225","247","238.0","8.3","334.0","-22.0"
"357","Robbie Gould","SF","K24","11","202","276","239.0","37.0","359.0","+2.0"
"358","Dontrelle Inman","LAC","WR120","9","207","280","239.2","21.7","326.0","-32.0"
"359","Garrett Celek","SF","TE53","11","226","255","240.5","14.5","",""
"360","Ryan Succop","TEN","K25","8","219","265","241.7","17.5","324.0","-36.0"
"361","Cody Kessler","CLE","QB38","9","207","260","242.2","16.6","347.0","-14.0"
"362","Detroit Lions","","DST29","7","214","266","242.8","13.8","319.0","-43.0"
"363","Jason Myers","JAC","K26","8","215","271","243.0","28.0","",""
"364","Lance Kendricks","GB","TE54","8","201","266","243.2","25.3","",""
"365","Mike Nugent","NYG","K27","8","227","266","243.4","14.5","",""
"366","New Orleans Saints","","DST30","5","231","265","244.0","12.7","",""
"367","Clive Walford","OAK","TE55","10","214","264","244.7","21.9","",""
"368","Josh Hill","NO","TE56","5","217","294","245.0","31.2","",""
"369","Andre Holmes","BUF","WR121","6","205","273","247.1","24.8","370.0","+1.0"
"370","Ryan Griffin","HOU","TE57","7","206","273","247.9","21.2","",""
"371","Ronnie Hillman","DAL","RB98","6","237","263","250.0","13.0","",""
"372","Adam Shaheen","CHI","TE58","9","207","269","250.6","20.4","348.0","-24.0"
"373","Damien Williams","MIA","RB99","11","219","286","250.7","19.2","340.0","-33.0"
"374","Kamar Aiken","IND","WR122","11","202","319","252.0","26.4","287.0","-87.0"
"375","Leonte Carroo","MIA","WR123","11","201","325","253.6","43.3","",""
"376","C.J. Spiller","KC","RB100","10","220","278","254.3","22.1","221.0","-155.0"
"377","Mike Tolbert","BUF","RB101","6","230","279","254.5","24.5","",""
"378","Dorial Green-Beckham","FA","WR124","","235","281","258.0","23.0","354.0","-24.0"
"379","Pharoh Cooper","LAR","WR125","8","218","281","258.5","25.6","",""
"380","Travaris Cadet","NO","RB102","5","237","283","260.0","23.0","",""
"381","Rico Gathers","DAL","TE59","6","250","270","262.7","9.0","350.0","-31.0"
"382","Dwayne Washington","DET","RB103","7","227","283","262.7","17.6","346.0","-36.0"
"383","George Kittle","SF","TE60","11","223","382","263.2","40.0","356.0","-27.0"
"384","Matt Moore","MIA","QB39","11","242","287","264.5","22.5","374.0","-10.0"
"385","Cordarrelle Patterson","OAK","WR126","10","244","280","265.0","12.3","230.0","-155.0"
"386","Chester Rogers","IND","WR127","11","227","370","265.2","53.1","256.0","-130.0"
"387","Donnel Pumphrey","PHI","RB104","10","224","365","266.3","36.9","258.0","-129.0"
"388","Corey Clement","PHI","RB105","10","268","270","269.0","1.0","376.0","-12.0"
"389","DeAngelo Williams","FA","RB106","","238","284","270.0","16.9","316.0","-73.0"
"390","Geronimo Allison","GB","WR128","8","258","282","272.8","9.0","263.0","-127.0"
"391","Elijah McGuire","NYJ","RB107","11","265","278","273.3","5.9","377.0","-14.0"
"392","Wendall Williams","HOU","WR129","7","210","345","274.0","55.3","",""
"393","C.J. Uzomah","CIN","TE61","6","271","279","275.0","4.0","",""
"394","Rashad Jennings","FA","RB108","","276","279","277.5","1.5","",""
"395","Brian Hill","ATL","RB109","5","258","309","283.5","25.5","",""
"396","Matt Breida","SF","RB110","11","211","369","290.0","79.0","",""
"397","Cameron Artis-Payne","CAR","RB111","11","234","385","292.5","56.1","351.0","-46.0"
"398","Niles Paul","WAS","TE62","5","244","342","293.0","49.0","",""
"399","Kerwynn Williams","ARI","RB112","8","256","374","302.7","51.2","243.0","-156.0"
"400","Sammie Coates","PIT","WR130","9","257","412","306.3","61.7","355.0","-45.0"
"401","Jeff Janis","GB","WR131","8","265","354","309.5","44.5","",""
"402","Fitzgerald Toussaint","PIT","RB113","9","277","376","310.7","46.2","371.0","-31.0"
"403","Shaun Draughn","NYG","RB114","8","271","361","316.0","45.0","352.0","-51.0"
"404","Justin Hunter","PIT","WR132","9","278","384","331.0","53.0","",""
"405","Josh Reynolds","LAR","WR133","8","282","388","335.0","53.0","",""
"406","Matt Asiata","DET","RB115","7","279","392","335.5","56.5","268.0","-138.0"
